ValorLiq;OrgCompras;TipoDoc;Centro;CriadorPedido;Primeiro Gerência de Linha;Primeiro getPessoa.Gerência;TipoContrato;Ptnct;GrupoMerc;Itens não alterados
407;OC1;Tipo2;Centro9;Criador3;Linha3;Gerencia3;tipocon2;Não;GM3;0
407;OC1;Tipo1;Centro34;Criador28;Linha1;Gerencia1;tipocon1;Não;GM99;0
408;OC1;Tipo1;Centro31;Criador3;Linha3;Gerencia3;tipocon1;Não;GM4;1
408;OC1;Tipo2;Centro7;Criador3;Linha3;Gerencia3;tipocon2;Não;GM29;0
408;OC2;Tipo2;Centro19;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM93;0
408;OC1;Tipo2;Centro7;Criador9;Linha2;Gerencia5;tipocon2;Não;GM89;1
408;OC1;Tipo2;Centro3;Criador3;Linha3;Gerencia3;tipocon2;Não;GM132;0
408;OC4;Tipo2;Centro33;Criador54;Linha2;Gerencia5;tipocon2;Sim;GM451;0
408;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM149;1
408;OC2;Tipo2;Centro3;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM55;1
408;OC2;Tipo2;Centro14;Criador32;Linha2;Gerencia5;tipocon2;Sim;GM110;0
408;OC2;Tipo2;Centro22;Criador18;Linha3;Gerencia3;tipocon2;Sim;GM215;0
408;OC2;Tipo2;Centro19;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM213;0
408;OC2;Tipo2;Centro22;Criador49;Linha2;Gerencia5;tipocon2;Sim;GM329;1
408;OC2;Tipo2;Centro19;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM136;1
408;OC1;Tipo2;Centro3;Criador3;Linha3;Gerencia3;tipocon2;Não;GM132;0
408;OC2;Tipo2;Centro25;Criador19;Linha2;Gerencia5;tipocon2;Sim;GM192;0
408;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM25;0
409;OC1;Tipo1;Centro36;Criador3;Linha3;Gerencia3;tipocon1;Não;GM12;1
410;OC1;Tipo1;Centro78;Criador1;Linha1;Gerencia1;tipocon1;Não;GM276;1
411;OC1;Tipo1;Centro34;Criador6;Linha2;Gerencia2;tipocon1;Não;GM9;1
411;OC1;Tipo1;Centro41;Criador3;Linha3;Gerencia3;tipocon1;Não;GM14;1
411;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;0
412;OC1;Tipo1;Centro25;Criador1;Linha1;Gerencia1;tipocon1;Não;GM420;0
412;OC1;Tipo1;Centro40;Criador3;Linha3;Gerencia3;tipocon1;Não;GM13;1
412;OC1;Tipo1;Centro16;Criador1;Linha1;Gerencia1;tipocon1;Não;GM194;1
412;OC1;Tipo1;Centro78;Criador1;Linha1;Gerencia1;tipocon1;Não;GM276;1
412;OC2;Tipo2;Centro19;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM216;0
412;OC2;Tipo2;Centro7;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM9;0
413;OC1;Tipo1;Centro19;Criador6;Linha2;Gerencia2;tipocon1;Não;GM17;1
413;OC1;Tipo1;Centro22;Criador6;Linha2;Gerencia2;tipocon1;Não;GM17;0
413;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM164;0
413;OC1;Tipo1;Centro26;Criador51;Linha3;Gerencia3;tipocon1;Não;GM281;1
414;OC1;Tipo1;Centro46;Criador12;Linha4;Gerencia4;tipocon1;Não;GM245;1
414;OC1;Tipo1;Centro40;Criador12;Linha4;Gerencia4;tipocon1;Não;GM109;1
414;OC1;Tipo1;Centro58;Criador3;Linha3;Gerencia3;tipocon1;Não;GM452;0
415;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM106;1
416;OC1;Tipo2;Centro5;Criador3;Linha3;Gerencia3;tipocon2;Não;GM3;0
416;OC1;Tipo1;Centro19;Criador75;Linha3;Gerencia3;tipocon1;Não;GM121;0
417;OC1;Tipo2;Centro41;Criador117;Linha3;Gerencia3;tipocon2;Não;GM453;0
418;OC2;Tipo2;Centro68;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM55;1
418;OC2;Tipo2;Centro22;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM238;0
418;OC1;Tipo1;Centro5;Criador40;Linha1;Gerencia1;tipocon1;Não;GM171;1
418;OC1;Tipo1;Centro5;Criador28;Linha1;Gerencia1;tipocon1;Não;GM171;1
418;OC1;Tipo1;Centro5;Criador7;Linha4;Gerencia4;tipocon1;Não;GM27;0
418;OC2;Tipo2;Centro7;Criador52;Linha2;Gerencia5;tipocon2;Sim;GM330;1
419;OC1;Tipo1;Centro8;Criador3;Linha3;Gerencia3;tipocon1;Não;GM454;1
419;OC1;Tipo1;Centro28;Criador40;Linha1;Gerencia1;tipocon1;Não;GM455;1
419;OC1;Tipo1;Centro19;Criador3;Linha3;Gerencia3;tipocon1;Não;GM89;1
419;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM89;1
419;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM150;1
419;OC2;Tipo2;Centro25;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM14;1
419;OC4;Tipo2;Centro63;Criador68;Linha2;Gerencia5;tipocon2;Sim;GM456;1
420;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM55;1
420;OC1;Tipo1;Centro82;Criador1;Linha1;Gerencia1;tipocon1;Não;GM457;1
420;OC1;Tipo1;Centro5;Criador1;Linha1;Gerencia1;tipocon1;Não;GM458;1
421;OC1;Tipo2;Centro60;Criador3;Linha3;Gerencia3;tipocon2;Não;GM337;1
421;OC4;Tipo2;Centro8;Criador63;Linha2;Gerencia5;tipocon2;Sim;GM3;0
421;OC2;Tipo2;Centro88;Criador32;Linha2;Gerencia5;tipocon2;Sim;GM459;1
421;OC1;Tipo1;Centro19;Criador3;Linha3;Gerencia3;tipocon1;Não;GM89;1
421;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM63;0
422;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM14;1
422;OC2;Tipo2;Centro76;Criador42;Linha2;Gerencia5;tipocon2;Sim;GM76;1
422;OC1;Tipo1;Centro5;Criador4;Linha2;Gerencia2;tipocon1;Não;GM41;1
422;OC1;Tipo2;Centro7;Criador3;Linha3;Gerencia3;tipocon2;Não;GM460;1
422;OC2;Tipo2;Centro16;Criador63;Linha2;Gerencia5;tipocon2;Sim;GM421;0
422;OC1;Tipo1;Centro34;Criador1;Linha1;Gerencia1;tipocon1;Não;GM169;0
422;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM292;1
423;OC1;Tipo1;Centro28;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;0
423;OC1;Tipo1;Centro89;Criador28;Linha1;Gerencia1;tipocon1;Não;GM84;1
423;OC1;Tipo1;Centro16;Criador3;Linha3;Gerencia3;tipocon1;Não;GM17;0
423;OC1;Tipo1;Centro2;Criador5;Linha2;Gerencia2;tipocon1;Não;GM2;0
424;OC1;Tipo2;Centro16;Criador45;Linha8;Gerencia12;tipocon2;Não;GM461;0
424;OC1;Tipo1;Centro34;Criador40;Linha1;Gerencia1;tipocon1;Não;GM418;1
424;OC1;Tipo1;Centro3;Criador12;Linha4;Gerencia4;tipocon1;Não;GM104;0
424;OC1;Tipo1;Centro11;Criador7;Linha4;Gerencia4;tipocon1;Não;GM3;1
424;OC1;Tipo1;Centro24;Criador3;Linha3;Gerencia3;tipocon1;Não;GM126;1
425;OC4;Tipo2;Centro49;Criador66;Linha2;Gerencia5;tipocon2;Sim;GM462;0
425;OC2;Tipo2;Centro1;Criador58;Linha2;Gerencia5;tipocon2;Sim;GM76;0
425;OC4;Tipo2;Centro52;Criador81;Linha3;Gerencia3;tipocon2;Sim;GM463;0
425;OC1;Tipo2;Centro4;Criador3;Linha3;Gerencia3;tipocon2;Não;GM190;1
426;OC1;Tipo1;Centro19;Criador7;Linha4;Gerencia4;tipocon1;Não;GM27;1
426;OC1;Tipo2;Centro16;Criador3;Linha3;Gerencia3;tipocon2;Não;GM119;1
427;OC2;Tipo2;Centro40;Criador69;Linha3;Gerencia3;tipocon2;Sim;GM18;1
427;OC1;Tipo1;Centro46;Criador3;Linha3;Gerencia3;tipocon1;Não;GM32;1
429;OC1;Tipo1;Centro54;Criador1;Linha1;Gerencia1;tipocon1;Não;GM464;1
429;OC1;Tipo2;Centro20;Criador10;Linha2;Gerencia6;tipocon2;Não;GM13;0
430;OC2;Tipo2;Centro16;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM201;0
430;OC2;Tipo2;Centro26;Criador52;Linha2;Gerencia5;tipocon2;Sim;GM376;0
430;OC4;Tipo2;Centro9;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM120;1
430;OC1;Tipo2;Centro24;Criador27;Linha2;Gerencia6;tipocon2;Não;GM38;1
430;OC1;Tipo1;Centro29;Criador28;Linha1;Gerencia1;tipocon1;Não;GM47;0
431;OC4;Tipo2;Centro44;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM160;0
431;OC4;Tipo2;Centro56;Criador54;Linha2;Gerencia5;tipocon2;Sim;GM364;1
432;OC2;Tipo2;Centro16;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM99;1
432;OC1;Tipo1;Centro7;Criador3;Linha3;Gerencia3;tipocon1;Não;GM245;1
432;OC1;Tipo1;Centro41;Criador4;Linha2;Gerencia2;tipocon1;Não;GM4;1
432;OC1;Tipo1;Centro33;Criador104;Linha1;Gerencia1;tipocon1;Não;GM112;0
433;OC1;Tipo1;Centro24;Criador12;Linha4;Gerencia4;tipocon1;Não;GM62;1
433;OC2;Tipo2;Centro16;Criador36;Linha2;Gerencia5;tipocon2;Sim;GM465;1
434;OC1;Tipo1;Centro19;Criador3;Linha3;Gerencia3;tipocon1;Não;GM240;1
434;OC1;Tipo2;Centro27;Criador29;Linha2;Gerencia6;tipocon2;Não;GM9;0
434;OC2;Tipo2;Centro1;Criador18;Linha3;Gerencia3;tipocon2;Sim;GM6;0
434;OC2;Tipo2;Centro7;Criador11;Linha2;Gerencia5;tipocon2;Sim;GM308;0
434;OC1;Tipo2;Centro22;Criador3;Linha3;Gerencia3;tipocon2;Não;GM422;1
435;OC1;Tipo1;Centro26;Criador3;Linha3;Gerencia3;tipocon1;Não;GM89;1
436;OC1;Tipo2;Centro19;Criador3;Linha3;Gerencia3;tipocon2;Não;GM7;0
436;OC1;Tipo2;Centro28;Criador3;Linha3;Gerencia3;tipocon2;Não;GM326;1
436;OC2;Tipo2;Centro7;Criador59;Linha2;Gerencia5;tipocon2;Sim;GM101;0
436;OC1;Tipo2;Centro16;Criador3;Linha3;Gerencia3;tipocon2;Não;GM29;1
436;OC1;Tipo2;Centro7;Criador3;Linha3;Gerencia3;tipocon2;Não;GM29;1
436;OC2;Tipo2;Centro7;Criador11;Linha2;Gerencia5;tipocon2;Sim;GM201;1
437;OC1;Tipo1;Centro68;Criador5;Linha2;Gerencia2;tipocon1;Não;GM6;0
438;OC2;Tipo2;Centro54;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM285;1
438;OC1;Tipo2;Centro8;Criador88;Linha2;Gerencia6;tipocon2;Não;GM38;1
439;OC1;Tipo1;Centro90;Criador12;Linha4;Gerencia4;tipocon1;Não;GM266;0
439;OC1;Tipo2;Centro25;Criador109;Linha2;Gerencia5;tipocon2;Não;GM336;0
440;OC1;Tipo1;Centro34;Criador4;Linha2;Gerencia2;tipocon1;Não;GM41;1
440;OC1;Tipo2;Centro14;Criador3;Linha3;Gerencia3;tipocon2;Não;GM84;0
440;OC1;Tipo2;Centro24;Criador61;Linha2;Gerencia5;tipocon2;Não;GM289;0
440;OC2;Tipo2;Centro60;Criador90;Linha2;Gerencia5;tipocon2;Sim;GM466;0
440;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM89;1
441;OC2;Tipo2;Centro45;Criador36;Linha2;Gerencia5;tipocon2;Sim;GM127;1
441;OC1;Tipo1;Centro24;Criador12;Linha4;Gerencia4;tipocon1;Não;GM89;1
442;OC1;Tipo1;Centro30;Criador3;Linha3;Gerencia3;tipocon1;Não;GM337;0
442;OC1;Tipo1;Centro28;Criador1;Linha1;Gerencia1;tipocon1;Não;GM379;1
443;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM9;1
443;OC1;Tipo1;Centro16;Criador6;Linha2;Gerencia2;tipocon1;Não;GM45;1
443;OC2;Tipo2;Centro25;Criador43;Linha2;Gerencia5;tipocon2;Sim;GM2;0
443;OC1;Tipo1;Centro38;Criador1;Linha1;Gerencia1;tipocon1;Não;GM424;0
443;OC1;Tipo1;Centro14;Criador3;Linha3;Gerencia3;tipocon1;Não;GM2;1
444;OC2;Tipo2;Centro14;Criador92;Linha2;Gerencia5;tipocon2;Sim;GM467;1
444;OC1;Tipo2;Centro8;Criador79;Linha2;Gerencia5;tipocon2;Não;GM91;1
444;OC4;Tipo2;Centro4;Criador81;Linha3;Gerencia3;tipocon2;Sim;GM18;0
444;OC1;Tipo1;Centro25;Criador21;Linha5;Gerencia8;tipocon1;Não;GM13;0
444;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM17;1
444;OC1;Tipo2;Centro91;Criador13;Linha1;Gerencia7;tipocon2;Não;GM468;0
445;OC1;Tipo2;Centro9;Criador3;Linha3;Gerencia3;tipocon2;Não;GM393;1
445;OC1;Tipo2;Centro22;Criador3;Linha3;Gerencia3;tipocon2;Não;GM352;1
445;OC1;Tipo1;Centro25;Criador3;Linha3;Gerencia3;tipocon1;Não;GM127;0
445;OC4;Tipo2;Centro28;Criador43;Linha2;Gerencia5;tipocon2;Sim;GM298;1
445;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM469;1
446;OC1;Tipo1;Centro6;Criador12;Linha4;Gerencia4;tipocon1;Não;GM27;1
446;OC1;Tipo1;Centro6;Criador7;Linha4;Gerencia4;tipocon1;Não;GM27;1
446;OC1;Tipo2;Centro30;Criador70;Linha2;Gerencia5;tipocon2;Não;GM110;0
446;OC1;Tipo1;Centro1;Criador3;Linha3;Gerencia3;tipocon1;Não;GM233;1
447;OC2;Tipo2;Centro3;Criador19;Linha2;Gerencia5;tipocon2;Sim;GM87;0
448;OC1;Tipo1;Centro34;Criador12;Linha4;Gerencia4;tipocon1;Não;GM27;1
448;OC4;Tipo2;Centro11;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM87;0
448;OC1;Tipo1;Centro24;Criador12;Linha4;Gerencia4;tipocon1;Não;GM62;1
448;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM205;1
449;OC1;Tipo1;Centro5;Criador3;Linha3;Gerencia3;tipocon1;Não;GM87;0
449;OC1;Tipo1;Centro19;Criador3;Linha3;Gerencia3;tipocon1;Não;GM240;1
449;OC1;Tipo2;Centro3;Criador3;Linha3;Gerencia3;tipocon2;Não;GM11;1
449;OC2;Tipo2;Centro7;Criador14;Linha2;Gerencia5;tipocon2;Sim;GM330;0
450;OC1;Tipo1;Centro18;Criador3;Linha3;Gerencia3;tipocon1;Não;GM9;1
450;OC1;Tipo2;Centro86;Criador24;Linha2;Gerencia5;tipocon2;Não;GM127;1
450;OC1;Tipo1;Centro14;Criador28;Linha1;Gerencia1;tipocon1;Não;GM47;1
450;OC1;Tipo2;Centro41;Criador3;Linha3;Gerencia3;tipocon2;Não;GM470;1
450;OC1;Tipo2;Centro16;Criador45;Linha8;Gerencia12;tipocon2;Não;GM471;0
451;OC1;Tipo1;Centro31;Criador3;Linha3;Gerencia3;tipocon1;Não;GM238;1
451;OC1;Tipo1;Centro69;Criador1;Linha1;Gerencia1;tipocon1;Não;GM73;1
451;OC1;Tipo1;Centro27;Criador1;Linha1;Gerencia1;tipocon1;Não;GM472;0
451;OC2;Tipo2;Centro32;Criador35;Linha2;Gerencia5;tipocon2;Sim;GM473;0
452;OC1;Tipo1;Centro19;Criador75;Linha3;Gerencia3;tipocon1;Não;GM166;0
452;OC1;Tipo1;Centro27;Criador6;Linha2;Gerencia2;tipocon1;Não;GM9;0
452;OC1;Tipo2;Centro7;Criador3;Linha3;Gerencia3;tipocon2;Não;GM169;0
452;OC1;Tipo2;Centro35;Criador84;Linha2;Gerencia5;tipocon2;Não;GM17;1
452;OC2;Tipo2;Centro3;Criador58;Linha2;Gerencia5;tipocon2;Sim;GM171;0
452;OC1;Tipo1;Centro11;Criador12;Linha4;Gerencia4;tipocon1;Não;GM18;0
452;OC1;Tipo2;Centro33;Criador98;Linha1;Gerencia7;tipocon2;Não;GM283;0
452;OC2;Tipo2;Centro25;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM216;1
453;OC2;Tipo2;Centro30;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM153;0
453;OC1;Tipo1;Centro30;Criador28;Linha1;Gerencia1;tipocon1;Não;GM225;1
453;OC1;Tipo2;Centro41;Criador64;Linha2;Gerencia5;tipocon2;Não;GM434;0
454;OC1;Tipo1;Centro78;Criador1;Linha1;Gerencia1;tipocon1;Não;GM276;1
454;OC2;Tipo2;Centro7;Criador11;Linha2;Gerencia5;tipocon2;Sim;GM474;1
454;OC1;Tipo2;Centro26;Criador13;Linha1;Gerencia7;tipocon2;Não;GM148;1
454;OC1;Tipo1;Centro30;Criador3;Linha3;Gerencia3;tipocon1;Não;GM6;0
454;OC1;Tipo2;Centro18;Criador3;Linha3;Gerencia3;tipocon2;Não;GM99;0
454;OC2;Tipo2;Centro16;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM13;1
454;OC2;Tipo2;Centro22;Criador54;Linha2;Gerencia5;tipocon2;Sim;GM475;1
454;OC4;Tipo2;Centro34;Criador68;Linha2;Gerencia5;tipocon2;Sim;GM476;0
454;OC4;Tipo2;Centro92;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM402;0
454;OC1;Tipo2;Centro89;Criador3;Linha3;Gerencia3;tipocon2;Não;GM111;1
454;OC2;Tipo2;Centro89;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM111;0
454;OC4;Tipo2;Centro5;Criador58;Linha2;Gerencia5;tipocon2;Sim;GM257;0
454;OC4;Tipo2;Centro5;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM477;0
454;OC1;Tipo2;Centro8;Criador3;Linha3;Gerencia3;tipocon2;Não;GM75;1
454;OC1;Tipo2;Centro24;Criador13;Linha1;Gerencia7;tipocon2;Não;GM92;0
454;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM266;0
454;OC1;Tipo2;Centro34;Criador53;Linha2;Gerencia5;tipocon2;Não;GM99;1
455;OC1;Tipo1;Centro2;Criador5;Linha2;Gerencia2;tipocon1;Não;GM2;0
455;OC1;Tipo2;Centro45;Criador3;Linha3;Gerencia3;tipocon2;Não;GM478;0
456;OC1;Tipo1;Centro47;Criador5;Linha2;Gerencia2;tipocon1;Não;GM17;1
456;OC4;Tipo2;Centro9;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM12;1
456;OC4;Tipo2;Centro64;Criador15;Linha2;Gerencia5;tipocon2;Sim;GM139;1
456;OC4;Tipo2;Centro49;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM73;1
457;OC1;Tipo1;Centro11;Criador40;Linha1;Gerencia1;tipocon1;Não;GM112;1
457;OC1;Tipo1;Centro30;Criador5;Linha2;Gerencia2;tipocon1;Não;GM41;1
457;OC1;Tipo2;Centro9;Criador3;Linha3;Gerencia3;tipocon2;Não;GM59;1
457;OC3;Tipo2;Centro38;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM315;0
458;OC2;Tipo2;Centro19;Criador52;Linha2;Gerencia5;tipocon2;Sim;GM180;0
458;OC1;Tipo1;Centro11;Criador3;Linha3;Gerencia3;tipocon1;Não;GM9;0
458;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM165;0
458;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM233;1
458;OC1;Tipo2;Centro69;Criador24;Linha2;Gerencia5;tipocon2;Não;GM36;0
459;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM17;1
459;OC1;Tipo1;Centro31;Criador3;Linha3;Gerencia3;tipocon1;Não;GM238;1
459;OC2;Tipo2;Centro37;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM479;0
460;OC1;Tipo1;Centro1;Criador3;Linha3;Gerencia3;tipocon1;Não;GM41;1
460;OC4;Tipo2;Centro24;Criador33;Linha2;Gerencia5;tipocon2;Sim;GM289;0
460;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM480;0
461;OC1;Tipo1;Centro11;Criador3;Linha3;Gerencia3;tipocon1;Não;GM60;0
461;OC4;Tipo2;Centro44;Criador97;Linha3;Gerencia3;tipocon2;Sim;GM106;0
461;OC2;Tipo2;Centro16;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM13;1
461;OC4;Tipo2;Centro4;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM481;1
462;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
463;OC1;Tipo2;Centro23;Criador3;Linha3;Gerencia3;tipocon2;Não;GM98;1
463;OC3;Tipo2;Centro93;Criador68;Linha2;Gerencia5;tipocon2;Sim;GM482;1
463;OC2;Tipo2;Centro3;Criador32;Linha2;Gerencia5;tipocon2;Sim;GM2;0
463;OC1;Tipo1;Centro8;Criador6;Linha2;Gerencia2;tipocon1;Não;GM38;1
463;OC4;Tipo2;Centro62;Criador37;Linha3;Gerencia3;tipocon2;Sim;GM387;1
463;OC2;Tipo2;Centro32;Criador43;Linha2;Gerencia5;tipocon2;Sim;GM312;0
464;OC1;Tipo1;Centro34;Criador12;Linha4;Gerencia4;tipocon1;Não;GM27;1
464;OC2;Tipo2;Centro3;Criador60;Linha3;Gerencia3;tipocon2;Sim;GM136;1
464;OC1;Tipo2;Centro33;Criador118;Linha15;Gerencia22;tipocon2;Não;GM51;0
465;OC4;Tipo2;Centro24;Criador41;Linha2;Gerencia5;tipocon2;Sim;GM87;0
465;OC1;Tipo1;Centro9;Criador3;Linha3;Gerencia3;tipocon1;Não;GM14;1
465;OC1;Tipo1;Centro9;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;1
466;OC1;Tipo1;Centro34;Criador1;Linha1;Gerencia1;tipocon1;Não;GM7;0
467;OC1;Tipo1;Centro16;Criador3;Linha3;Gerencia3;tipocon1;Não;GM142;0
467;OC1;Tipo1;Centro37;Criador7;Linha4;Gerencia4;tipocon1;Não;GM3;0
467;OC2;Tipo2;Centro3;Criador22;Linha2;Gerencia5;tipocon2;Sim;GM297;0
468;OC2;Tipo2;Centro26;Criador57;Linha2;Gerencia5;tipocon2;Sim;GM83;0
468;OC2;Tipo2;Centro15;Criador16;Linha2;Gerencia5;tipocon2;Sim;GM241;0
468;OC1;Tipo2;Centro20;Criador10;Linha2;Gerencia6;tipocon2;Não;GM13;0
469;OC2;Tipo2;Centro7;Criador31;Linha2;Gerencia5;tipocon2;Sim;GM13;0
469;OC1;Tipo1;Centro2;Criador55;Linha9;Gerencia13;tipocon1;Não;GM2;1
469;OC1;Tipo2;Centro20;Criador10;Linha2;Gerencia6;tipocon2;Não;GM13;0
469;OC1;Tipo2;Centro14;Criador3;Linha3;Gerencia3;tipocon2;Não;GM170;0
469;OC2;Tipo2;Centro16;Criador52;Linha2;Gerencia5;tipocon2;Sim;GM213;0
469;OC1;Tipo1;Centro13;Criador3;Linha3;Gerencia3;tipocon1;Não;GM59;1
470;OC1;Tipo2;Centro8;Criador74;Linha4;Gerencia15;tipocon2;Não;GM14;1
470;OC1;Tipo1;Centro9;Criador87;Linha1;Gerencia1;tipocon1;Não;GM112;0
471;OC2;Tipo2;Centro15;Criador68;Linha2;Gerencia5;tipocon2;Sim;GM483;1
471;OC4;Tipo2;Centro11;Criador36;Linha2;Gerencia5;tipocon2;Sim;GM104;1
471;OC4;Tipo2;Centro8;Criador43;Linha2;Gerencia5;tipocon2;Sim;GM40;1
471;OC2;Tipo2;Centro68;Criador80;Linha3;Gerencia3;tipocon2;Sim;GM85;0
471;OC1;Tipo2;Centro5;Criador3;Linha3;Gerencia3;tipocon2;Não;GM3;0
472;OC2;Tipo2;Centro3;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM32;0
472;OC1;Tipo1;Centro1;Criador3;Linha3;Gerencia3;tipocon1;Não;GM13;1
472;OC2;Tipo2;Centro7;Criador31;Linha2;Gerencia5;tipocon2;Sim;GM104;0
472;OC1;Tipo1;Centro5;Criador3;Linha3;Gerencia3;tipocon1;Não;GM9;1
473;OC1;Tipo2;Centro30;Criador3;Linha3;Gerencia3;tipocon2;Não;GM75;1
473;OC1;Tipo2;Centro34;Criador13;Linha1;Gerencia7;tipocon2;Não;GM283;1
474;OC1;Tipo1;Centro25;Criador3;Linha3;Gerencia3;tipocon1;Não;GM13;1
474;OC1;Tipo1;Centro8;Criador5;Linha2;Gerencia2;tipocon1;Não;GM38;1
474;OC1;Tipo2;Centro25;Criador70;Linha2;Gerencia5;tipocon2;Não;GM484;1
475;OC2;Tipo2;Centro16;Criador38;Linha2;Gerencia5;tipocon2;Sim;GM88;1
475;OC1;Tipo2;Centro22;Criador3;Linha3;Gerencia3;tipocon2;Não;GM485;1
476;OC4;Tipo2;Centro53;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM245;1
476;OC1;Tipo1;Centro64;Criador12;Linha4;Gerencia4;tipocon1;Não;GM486;1
476;OC1;Tipo1;Centro27;Criador51;Linha3;Gerencia3;tipocon1;Não;GM330;1
476;OC1;Tipo1;Centro33;Criador100;Linha1;Gerencia1;tipocon1;Não;GM112;0
477;OC2;Tipo2;Centro32;Criador66;Linha2;Gerencia5;tipocon2;Sim;GM9;0
477;OC1;Tipo2;Centro11;Criador103;Linha3;Gerencia3;tipocon2;Não;GM487;1
477;OC1;Tipo2;Centro19;Criador119;Linha4;Gerencia16;tipocon2;Não;GM147;1
477;OC1;Tipo2;Centro15;Criador85;Linha2;Gerencia5;tipocon2;Não;GM230;0
477;OC4;Tipo2;Centro9;Criador71;Linha2;Gerencia5;tipocon2;Sim;GM377;0
478;OC3;Tipo2;Centro48;Criador60;Linha3;Gerencia3;tipocon2;Sim;GM488;0
478;OC1;Tipo1;Centro91;Criador100;Linha1;Gerencia1;tipocon1;Não;GM112;1
478;OC1;Tipo1;Centro30;Criador3;Linha3;Gerencia3;tipocon1;Não;GM489;1
478;OC1;Tipo1;Centro5;Criador3;Linha3;Gerencia3;tipocon1;Não;GM489;1
478;OC1;Tipo1;Centro63;Criador1;Linha1;Gerencia1;tipocon1;Não;GM490;1
478;OC1;Tipo1;Centro3;Criador3;Linha3;Gerencia3;tipocon1;Não;GM165;0
478;OC4;Tipo2;Centro4;Criador78;Linha2;Gerencia5;tipocon2;Sim;GM3;1
478;OC2;Tipo2;Centro19;Criador54;Linha2;Gerencia5;tipocon2;Sim;GM223;0
479;OC1;Tipo1;Centro22;Criador3;Linha3;Gerencia3;tipocon1;Não;GM59;1
479;OC1;Tipo1;Centro42;Criador1;Linha1;Gerencia1;tipocon1;Não;GM186;1
479;OC2;Tipo2;Centro14;Criador26;Linha2;Gerencia5;tipocon2;Sim;GM118;1
